leaked_bits,sigma,m,seed,epochs,cnn_test_bit_accuracy,cnn_test_prefix_accuracy,cnn_test_exact_prefixes,oracle_hnp_key_recovered,cnn_hnp_key_recovered,hnp_backend,oracle_hnp_runtime_seconds,cnn_hnp_runtime_seconds,oracle_hnp_error,cnn_hnp_error
14,0.0,40,1048,,1.0,1.0,40,,True,fpylll,,0.1127399069991952,,
8,0.05,40,1048,,1.0,1.0,40,,False,fpylll,,0.0973022359994502,,
10,0.05,40,1048,,1.0,1.0,40,,True,fpylll,,0.0981849830004648,,
12,0.05,40,1048,,1.0,1.0,40,,True,fpylll,,0.0913416380008129,,
14,0.05,40,1048,,1.0,1.0,40,,True,fpylll,,0.0927675860002636,,
8,0.1,40,1048,,1.0,1.0,40,,False,fpylll,,0.0952504350007075,,
10,0.1,40,1048,,1.0,1.0,40,,True,fpylll,,0.0934695699997973,,
12,0.1,40,1048,,1.0,1.0,40,,True,fpylll,,0.0947827419986424,,
14,0.1,40,1048,,1.0,1.0,40,,True,fpylll,,0.097290335001162,,
8,0.15,40,1048,,1.0,1.0,40,,False,fpylll,,0.0914372329989419,,
10,0.15,40,1048,,1.0,1.0,40,,True,fpylll,,0.0945980280012008,,
12,0.15,40,1048,,1.0,1.0,40,,True,fpylll,,0.0888633930007927,,
14,0.15,40,1048,,1.0,1.0,40,,True,fpylll,,0.0958047799995256,,
8,0.2,40,1048,,0.98125,0.9,36,,False,fpylll,,0.0968819930003519,,
10,0.2,40,1048,,0.98,0.875,35,,True,fpylll,,0.1231218489992898,,
12,0.2,40,1048,,0.98125,0.875,35,,True,fpylll,,0.0906899980000162,,
14,0.2,40,1048,,0.9821428571428572,0.875,35,,True,fpylll,,0.0999277979990438,,
8,0.0,40,1049,,1.0,1.0,40,,False,fpylll,,0.1053714319987193,,
10,0.0,40,1049,,1.0,1.0,40,,True,fpylll,,0.0945228020009381,,
12,0.0,40,1049,,1.0,1.0,40,,True,fpylll,,0.0947912779993203,,
14,0.0,40,1049,,1.0,1.0,40,,True,fpylll,,0.096877427000436,,
8,0.05,40,1049,,1.0,1.0,40,,False,fpylll,,0.0916867799987812,,
10,0.05,40,1049,,1.0,1.0,40,,True,fpylll,,0.0928832569989026,,
12,0.05,40,1049,,1.0,1.0,40,,True,fpylll,,0.0950353610005549,,
14,0.05,40,1049,,1.0,1.0,40,,True,fpylll,,0.09059661900028,,
8,0.1,40,1049,,1.0,1.0,40,,False,fpylll,,0.1007228180005768,,
10,0.1,40,1049,,1.0,1.0,40,,True,fpylll,,0.0916551070004061,,
12,0.1,40,1049,,1.0,1.0,40,,True,fpylll,,0.0976277160007157,,
14,0.1,40,1049,,1.0,1.0,40,,True,fpylll,,0.0932593389989051,,
8,0.15,40,1049,,1.0,1.0,40,,False,fpylll,,0.0934967640005197,,
10,0.15,40,1049,,1.0,1.0,40,,True,fpylll,,0.0911582619992259,,
12,0.15,40,1049,,1.0,1.0,40,,True,fpylll,,0.0983064539996121,,
14,0.15,40,1049,,1.0,1.0,40,,True,fpylll,,0.1242160809997585,,
8,0.2,40,1049,,0.990625,0.95,38,,False,fpylll,,0.091695390001405,,
10,0.2,40,1049,,0.99,0.95,38,,True,fpylll,,0.0921129149992339,,
12,0.2,40,1049,,0.9916666666666668,0.95,38,,True,fpylll,,0.1229017250007018,,
14,0.2,40,1049,,0.9892857142857144,0.925,37,,True,fpylll,,0.0900828889989497,,
8,0.0,40,1050,,1.0,1.0,40,,False,fpylll,,0.0985348560006968,,
10,0.0,40,1050,,1.0,1.0,40,,True,fpylll,,0.0995563010001205,,
12,0.0,40,1050,,1.0,1.0,40,,True,fpylll,,0.0926424980007141,,
14,0.0,40,1050,,1.0,1.0,40,,True,fpylll,,0.0996281589996215,,
8,0.05,40,1050,,1.0,1.0,40,,False,fpylll,,0.091117984999073,,
10,0.05,40,1050,,1.0,1.0,40,,True,fpylll,,0.0892176140005176,,
12,0.05,40,1050,,1.0,1.0,40,,True,fpylll,,0.0931510359987441,,
14,0.05,40,1050,,1.0,1.0,40,,True,fpylll,,0.0964012679996813,,
8,0.1,40,1050,,1.0,1.0,40,,False,fpylll,,0.0999262940003973,,
10,0.1,40,1050,,1.0,1.0,40,,True,fpylll,,0.1011259159986366,,
12,0.1,40,1050,,1.0,1.0,40,,True,fpylll,,0.0886528660012118,,
14,0.1,40,1050,,1.0,1.0,40,,True,fpylll,,0.1015960439999617,,
8,0.15,40,1050,,1.0,1.0,40,,False,fpylll,,0.1174710189989127,,
10,0.15,40,1050,,1.0,1.0,40,,True,fpylll,,0.0923813810004503,,
12,0.15,40,1050,,1.0,1.0,40,,True,fpylll,,0.094161281000197,,
14,0.15,40,1050,,1.0,1.0,40,,True,fpylll,,0.1034796230014762,,
8,0.2,40,1050,,0.9875,0.95,38,,False,fpylll,,0.0911525270003039,,
10,0.2,40,1050,,0.9875,0.925,37,,True,fpylll,,0.0975715780004975,,
12,0.2,40,1050,,0.9895833333333334,0.925,37,,True,fpylll,,0.0954883319991495,,
14,0.2,40,1050,,0.9910714285714286,0.925,37,,True,fpylll,,0.1007579649995022,,
8,0.0,40,1051,,1.0,1.0,40,,False,fpylll,,0.1018587180005852,,
10,0.0,40,1051,,1.0,1.0,40,,True,fpylll,,0.0923667930001101,,
12,0.0,40,1051,,1.0,1.0,40,,True,fpylll,,0.0913286140003037,,
14,0.0,40,1051,,1.0,1.0,40,,True,fpylll,,0.0989287209995382,,
8,0.05,40,1051,,1.0,1.0,40,,False,fpylll,,0.0966297510003642,,
10,0.05,40,1051,,1.0,1.0,40,,True,fpylll,,0.0971254230007616,,
12,0.05,40,1051,,1.0,1.0,40,,True,fpylll,,0.0962589749997278,,
14,0.05,40,1051,,1.0,1.0,40,,True,fpylll,,0.0928357989996584,,
8,0.1,40,1051,,1.0,1.0,40,,False,fpylll,,0.1108708060000935,,
10,0.1,40,1051,,1.0,1.0,40,,True,fpylll,,0.0974606029994902,,
12,0.1,40,1051,,1.0,1.0,40,,True,fpylll,,0.0958288020010513,,
14,0.1,40,1051,,1.0,1.0,40,,True,fpylll,,0.0889241120003134,,
8,0.15,40,1051,,0.996875,0.975,39,,False,fpylll,,0.0942316110013052,,
10,0.15,40,1051,,0.9975,0.975,39,,True,fpylll,,0.0885173480000958,,
12,0.15,40,1051,,0.9958333333333332,0.975,39,,True,fpylll,,0.1000875110003107,,
14,0.15,40,1051,,0.9964285714285714,0.975,39,,True,fpylll,,0.1072591110005305,,
8,0.2,40,1051,,0.975,0.85,34,,False,fpylll,,0.102601032000166,,
10,0.2,40,1051,,0.9775,0.85,34,,True,fpylll,,0.1102365039987489,,
12,0.2,40,1051,,0.975,0.825,33,,True,fpylll,,0.0984596039997995,,
14,0.2,40,1051,,0.975,0.825,33,,True,fpylll,,0.1021804299998621,,
8,0.0,40,1052,,1.0,1.0,40,,False,fpylll,,0.094196195999757,,
10,0.0,40,1052,,1.0,1.0,40,,True,fpylll,,0.0946617119989241,,
12,0.0,40,1052,,1.0,1.0,40,,True,fpylll,,0.095313329999044,,
14,0.0,40,1052,,1.0,1.0,40,,True,fpylll,,0.0983135780006705,,
8,0.05,40,1052,,1.0,1.0,40,,False,fpylll,,0.0938470009987213,,
10,0.05,40,1052,,1.0,1.0,40,,True,fpylll,,0.0930837700016127,,
12,0.05,40,1052,,1.0,1.0,40,,True,fpylll,,0.1002510439993784,,
14,0.05,40,1052,,1.0,1.0,40,,True,fpylll,,0.0915239620007923,,
8,0.1,40,1052,,1.0,1.0,40,,False,fpylll,,0.0951254660012637,,
10,0.1,40,1052,,1.0,1.0,40,,True,fpylll,,0.0954846770000585,,
12,0.1,40,1052,,1.0,1.0,40,,True,fpylll,,0.0958939489992189,,
14,0.1,40,1052,,1.0,1.0,40,,True,fpylll,,0.0924183040006028,,
8,0.15,40,1052,,1.0,1.0,40,,False,fpylll,,0.0961138890015718,,
10,0.15,40,1052,,1.0,1.0,40,,True,fpylll,,0.0973761139994167,,
12,0.15,40,1052,,1.0,1.0,40,,True,fpylll,,0.0896271359997626,,
14,0.15,40,1052,,1.0,1.0,40,,True,fpylll,,0.0888392180004302,,
8,0.2,40,1052,,0.98125,0.925,37,,False,fpylll,,0.0986473379998642,,
10,0.2,40,1052,,0.985,0.925,37,,True,fpylll,,0.0900389819998963,,
12,0.2,40,1052,,0.9854166666666668,0.9,36,,True,fpylll,,0.0981486800010316,,
14,0.2,40,1052,,0.9839285714285714,0.875,35,,True,fpylll,,0.0918401349990745,,
8,0.0,40,1053,,1.0,1.0,40,,False,fpylll,,0.0999230199995508,,
10,0.0,40,1053,,1.0,1.0,40,,True,fpylll,,0.0941066470004443,,
12,0.0,40,1053,,1.0,1.0,40,,True,fpylll,,0.1001727349994325,,
14,0.0,40,1053,,1.0,1.0,40,,True,fpylll,,0.0998488660006842,,
8,0.05,40,1053,,1.0,1.0,40,,False,fpylll,,0.0907980740012135,,
10,0.05,40,1053,,1.0,1.0,40,,True,fpylll,,0.0906728700010717,,
12,0.05,40,1053,,1.0,1.0,40,,True,fpylll,,0.0920423619991197,,
14,0.05,40,1053,,1.0,1.0,40,,True,fpylll,,0.0935922899989236,,
8,0.1,40,1053,,1.0,1.0,40,,False,fpylll,,0.0986970759986434,,
10,0.1,40,1053,,1.0,1.0,40,,True,fpylll,,0.097618292998959,,
12,0.1,40,1053,,1.0,1.0,40,,True,fpylll,,0.0934993869996105,,
14,0.1,40,1053,,1.0,1.0,40,,True,fpylll,,0.1024006900006497,,
8,0.15,40,1053,,0.996875,0.975,39,,False,fpylll,,0.0991567330001998,,
10,0.15,40,1053,,0.995,0.975,39,,True,fpylll,,0.0907906390002608,,
12,0.15,40,1053,,0.9958333333333332,0.975,39,,True,fpylll,,0.0997639310007798,,
14,0.15,40,1053,,0.9964285714285714,0.975,39,,True,fpylll,,0.0971541070011881,,
8,0.2,40,1053,,0.990625,0.95,38,,False,fpylll,,0.1025256989996705,,
10,0.2,40,1053,,0.99,0.95,38,,True,fpylll,,0.0930834589998994,,
12,0.2,40,1053,,0.9916666666666668,0.95,38,,True,fpylll,,0.0968319990006421,,
14,0.2,40,1053,,0.9892857142857144,0.925,37,,True,fpylll,,0.3454421699989325,,
8,0.0,40,1054,,1.0,1.0,40,,False,fpylll,,0.0963861920008639,,
10,0.0,40,1054,,1.0,1.0,40,,True,fpylll,,0.1003028550003364,,
12,0.0,40,1054,,1.0,1.0,40,,True,fpylll,,0.0907425259993033,,
14,0.0,40,1054,,1.0,1.0,40,,True,fpylll,,0.0984651119997579,,
8,0.05,40,1054,,1.0,1.0,40,,False,fpylll,,0.096050029998878,,
10,0.05,40,1054,,1.0,1.0,40,,True,fpylll,,0.0921208170002501,,
12,0.05,40,1054,,1.0,1.0,40,,True,fpylll,,0.1002644960008183,,
14,0.05,40,1054,,1.0,1.0,40,,True,fpylll,,0.0916587550000258,,
8,0.1,40,1054,,1.0,1.0,40,,False,fpylll,,0.0976973179986089,,
10,0.1,40,1054,,1.0,1.0,40,,True,fpylll,,0.09376219799924,,
12,0.1,40,1054,,1.0,1.0,40,,True,fpylll,,0.0929161280000698,,
14,0.1,40,1054,,1.0,1.0,40,,True,fpylll,,0.1013251959993795,,
8,0.15,40,1054,,1.0,1.0,40,,False,fpylll,,0.0990487710005254,,
10,0.15,40,1054,,1.0,1.0,40,,True,fpylll,,0.0973570280002604,,
12,0.15,40,1054,,1.0,1.0,40,,True,fpylll,,0.1051569709998148,,
14,0.15,40,1054,,1.0,1.0,40,,True,fpylll,,0.0981593440010328,,
8,0.2,40,1054,,0.990625,0.95,38,,False,fpylll,,0.1008721030011656,,
10,0.2,40,1054,,0.9875,0.9,36,,True,fpylll,,0.0940074480004113,,
12,0.2,40,1054,,0.9833333333333332,0.9,36,,True,fpylll,,0.0981218389988498,,
14,0.2,40,1054,,0.9803571428571428,0.85,34,,True,fpylll,,0.2381535670010635,,
8,0.0,40,1055,,1.0,1.0,40,,False,fpylll,,0.0951402820010116,,
10,0.0,40,1055,,1.0,1.0,40,,True,fpylll,,0.0974810130010155,,
12,0.0,40,1055,,1.0,1.0,40,,True,fpylll,,0.0943975090012827,,
14,0.0,40,1055,,1.0,1.0,40,,True,fpylll,,0.0946754130000044,,
8,0.05,40,1055,,1.0,1.0,40,,False,fpylll,,0.0938301799997134,,
10,0.05,40,1055,,1.0,1.0,40,,True,fpylll,,0.1021518269990338,,
12,0.05,40,1055,,1.0,1.0,40,,True,fpylll,,0.0922475269999267,,
14,0.05,40,1055,,1.0,1.0,40,,True,fpylll,,0.0990783340002963,,
8,0.1,40,1055,,1.0,1.0,40,,False,fpylll,,0.0937695060001715,,
10,0.1,40,1055,,1.0,1.0,40,,True,fpylll,,0.3911155349996988,,
12,0.1,40,1055,,1.0,1.0,40,,True,fpylll,,0.093789979999201,,
14,0.1,40,1055,,1.0,1.0,40,,True,fpylll,,0.1080024050006613,,
8,0.15,40,1055,,1.0,1.0,40,,False,fpylll,,0.3298196579999057,,
10,0.15,40,1055,,1.0,1.0,40,,True,fpylll,,0.0966409319989907,,
12,0.15,40,1055,,1.0,1.0,40,,True,fpylll,,0.1047299740002927,,
14,0.15,40,1055,,1.0,1.0,40,,True,fpylll,,0.0907485440002346,,
8,0.2,40,1055,,0.99375,0.975,39,,False,fpylll,,0.1006858550008473,,
10,0.2,40,1055,,0.995,0.975,39,,True,fpylll,,0.100224996000179,,
12,0.2,40,1055,,0.9958333333333332,0.975,39,,True,fpylll,,0.1017861379987152,,
14,0.2,40,1055,,0.9964285714285714,0.975,39,,True,fpylll,,0.0918756700011727,,
8,0.0,40,1056,,1.0,1.0,40,,False,fpylll,,0.0937590720004664,,
10,0.0,40,1056,,1.0,1.0,40,,True,fpylll,,0.1003234489999158,,
12,0.0,40,1056,,1.0,1.0,40,,True,fpylll,,0.0953930620016763,,
14,0.0,40,1056,,1.0,1.0,40,,True,fpylll,,0.0960151060007774,,
8,0.05,40,1056,,1.0,1.0,40,,False,fpylll,,0.0905613049999374,,
10,0.05,40,1056,,1.0,1.0,40,,True,fpylll,,0.1015000950010289,,
12,0.05,40,1056,,1.0,1.0,40,,True,fpylll,,0.0966537160002189,,
14,0.05,40,1056,,1.0,1.0,40,,True,fpylll,,0.0941308769997704,,
8,0.1,40,1056,,1.0,1.0,40,,False,fpylll,,0.0964520819998142,,
10,0.1,40,1056,,1.0,1.0,40,,True,fpylll,,0.0978638750002574,,
12,0.1,40,1056,,1.0,1.0,40,,True,fpylll,,0.0911799679997784,,
14,0.1,40,1056,,1.0,1.0,40,,True,fpylll,,0.0940677519993187,,
8,0.15,40,1056,,1.0,1.0,40,,False,fpylll,,0.0909209980000014,,
10,0.15,40,1056,,1.0,1.0,40,,True,fpylll,,0.0948599170005763,,
12,0.15,40,1056,,1.0,1.0,40,,True,fpylll,,0.097204530999079,,
14,0.15,40,1056,,1.0,1.0,40,,True,fpylll,,0.1025075130000914,,
8,0.2,40,1056,,1.0,1.0,40,,False,fpylll,,0.0881789289996959,,
10,0.2,40,1056,,1.0,1.0,40,,True,fpylll,,0.0920869889996538,,
12,0.2,40,1056,,1.0,1.0,40,,True,fpylll,,0.0950212540010397,,
14,0.2,40,1056,,0.9982142857142856,0.975,39,,True,fpylll,,0.0936458460000722,,
8,0.0,40,1057,,1.0,1.0,40,,False,fpylll,,0.0900402649986062,,
10,0.0,40,1057,,1.0,1.0,40,,True,fpylll,,0.1013239660005638,,
12,0.0,40,1057,,1.0,1.0,40,,True,fpylll,,0.0912037500002043,,
14,0.0,40,1057,,1.0,1.0,40,,True,fpylll,,0.0954883589984092,,
8,0.05,40,1057,,1.0,1.0,40,,False,fpylll,,0.0871753270002955,,
10,0.05,40,1057,,1.0,1.0,40,,True,fpylll,,0.0939988660011295,,
12,0.05,40,1057,,1.0,1.0,40,,True,fpylll,,0.0929630919999908,,
14,0.05,40,1057,,1.0,1.0,40,,True,fpylll,,0.113567709999188,,
8,0.1,40,1057,,1.0,1.0,40,,False,fpylll,,0.0954560340014722,,
10,0.1,40,1057,,1.0,1.0,40,,True,fpylll,,0.0974105299992516,,
12,0.1,40,1057,,1.0,1.0,40,,True,fpylll,,0.1037886580015765,,
14,0.1,40,1057,,1.0,1.0,40,,True,fpylll,,0.0897981289999734,,
8,0.15,40,1057,,1.0,1.0,40,,False,fpylll,,0.0922784859994862,,
10,0.15,40,1057,,1.0,1.0,40,,True,fpylll,,0.097947116000796,,
12,0.15,40,1057,,1.0,1.0,40,,True,fpylll,,0.0978879150006832,,
14,0.15,40,1057,,1.0,1.0,40,,True,fpylll,,0.0919851279995782,,
8,0.2,40,1057,,0.9875,0.95,38,,False,fpylll,,0.0929014510002161,,
10,0.2,40,1057,,0.9875,0.925,37,,True,fpylll,,0.1003652990002592,,
12,0.2,40,1057,,0.9833333333333332,0.9,36,,True,fpylll,,0.094747016999463,,
14,0.2,40,1057,,0.9857142857142858,0.9,36,,True,fpylll,,0.0985283529989828,,
8,0.0,40,1058,,1.0,1.0,40,,False,fpylll,,0.09245149599883,,
10,0.0,40,1058,,1.0,1.0,40,,True,fpylll,,0.0934216959994955,,
12,0.0,40,1058,,1.0,1.0,40,,True,fpylll,,0.1015669190001062,,
14,0.0,40,1058,,1.0,1.0,40,,True,fpylll,,0.1102059539989568,,
8,0.05,40,1058,,1.0,1.0,40,,False,fpylll,,0.1105448500002239,,
10,0.05,40,1058,,1.0,1.0,40,,True,fpylll,,0.090060407999772,,
12,0.05,40,1058,,1.0,1.0,40,,True,fpylll,,0.093839848999778,,
14,0.05,40,1058,,1.0,1.0,40,,True,fpylll,,0.1103900839989364,,
8,0.1,40,1058,,1.0,1.0,40,,False,fpylll,,0.1192497319989343,,
10,0.1,40,1058,,1.0,1.0,40,,True,fpylll,,0.1218004080001264,,
12,0.1,40,1058,,1.0,1.0,40,,True,fpylll,,0.1238171299992245,,
14,0.1,40,1058,,1.0,1.0,40,,True,fpylll,,0.2233811660007632,,
8,0.15,40,1058,,1.0,1.0,40,,False,fpylll,,0.0911201239996444,,
10,0.15,40,1058,,1.0,1.0,40,,True,fpylll,,0.0983200169994233,,
12,0.15,40,1058,,1.0,1.0,40,,True,fpylll,,0.094269613000506,,
14,0.15,40,1058,,1.0,1.0,40,,True,fpylll,,0.0956806909998704,,
8,0.2,40,1058,,0.984375,0.925,37,,False,fpylll,,0.1051278949998959,,
10,0.2,40,1058,,0.9825,0.9,36,,True,fpylll,,0.095043388000704,,
12,0.2,40,1058,,0.9854166666666668,0.9,36,,True,fpylll,,0.0989795709992904,,
14,0.2,40,1058,,0.9875,0.9,36,,True,fpylll,,0.0932517880009982,,
8,0.0,40,1059,,1.0,1.0,40,,False,fpylll,,0.102393844999824,,
10,0.0,40,1059,,1.0,1.0,40,,True,fpylll,,0.0933815970001887,,
12,0.0,40,1059,,1.0,1.0,40,,True,fpylll,,0.0934464649999426,,
14,0.0,40,1059,,1.0,1.0,40,,True,fpylll,,0.0906964179994247,,
8,0.05,40,1059,,1.0,1.0,40,,False,fpylll,,0.0978189779998501,,
10,0.05,40,1059,,1.0,1.0,40,,True,fpylll,,0.0910426180016656,,
12,0.05,40,1059,,1.0,1.0,40,,True,fpylll,,0.0968666259996098,,
14,0.05,40,1059,,1.0,1.0,40,,True,fpylll,,0.0911721770007716,,
8,0.1,40,1059,,1.0,1.0,40,,False,fpylll,,0.0973630720000073,,
10,0.1,40,1059,,1.0,1.0,40,,True,fpylll,,0.1018607000005431,,
12,0.1,40,1059,,1.0,1.0,40,,True,fpylll,,0.0983749160004663,,
14,0.1,40,1059,,1.0,1.0,40,,True,fpylll,,0.0930673260008916,,
8,0.15,40,1059,,1.0,1.0,40,,False,fpylll,,0.0969891849999839,,
10,0.15,40,1059,,1.0,1.0,40,,True,fpylll,,0.1038679510002111,,
12,0.15,40,1059,,1.0,1.0,40,,True,fpylll,,0.1152102590003778,,
14,0.15,40,1059,,1.0,1.0,40,,True,fpylll,,0.0969690179990721,,
8,0.2,40,1059,,0.990625,0.95,38,,False,fpylll,,0.1119870470010937,,
10,0.2,40,1059,,0.985,0.9,36,,True,fpylll,,0.0888614949999464,,
12,0.2,40,1059,,0.9833333333333332,0.875,35,,True,fpylll,,0.09599752000031,,
14,0.2,40,1059,,0.9839285714285714,0.875,35,,True,fpylll,,0.111496741999872,,
8,0.0,40,1060,,1.0,1.0,40,,False,fpylll,,0.1020413749993167,,
10,0.0,40,1060,,1.0,1.0,40,,True,fpylll,,0.0934691829988878,,
12,0.0,40,1060,,1.0,1.0,40,,True,fpylll,,0.1183215740002197,,
14,0.0,40,1060,,1.0,1.0,40,,True,fpylll,,0.0973199339987331,,
8,0.05,40,1060,,1.0,1.0,40,,False,fpylll,,0.0923980309999024,,
10,0.05,40,1060,,1.0,1.0,40,,True,fpylll,,0.1084467199998471,,
12,0.05,40,1060,,1.0,1.0,40,,True,fpylll,,0.0909068879991537,,
14,0.05,40,1060,,1.0,1.0,40,,True,fpylll,,0.0969098949990439,,
8,0.1,40,1060,,1.0,1.0,40,,False,fpylll,,0.0989354329994967,,
10,0.1,40,1060,,1.0,1.0,40,,True,fpylll,,0.0977958209987264,,
12,0.1,40,1060,,1.0,1.0,40,,True,fpylll,,0.1129531299993686,,
14,0.1,40,1060,,1.0,1.0,40,,True,fpylll,,0.1013483650003763,,
8,0.15,40,1060,,0.99375,0.975,39,,False,fpylll,,0.094110546999218,,
10,0.15,40,1060,,0.995,0.975,39,,True,fpylll,,0.0940317349995893,,
12,0.15,40,1060,,0.9958333333333332,0.975,39,,True,fpylll,,0.090521340000123,,
14,0.15,40,1060,,0.9964285714285714,0.975,39,,True,fpylll,,0.1165373399999225,,
8,0.2,40,1060,,0.984375,0.925,37,,False,fpylll,,0.0961069149998365,,
10,0.2,40,1060,,0.985,0.925,37,,True,fpylll,,0.1014794019993132,,
12,0.2,40,1060,,0.9875,0.925,37,,True,fpylll,,0.0948852720011927,,
14,0.2,40,1060,,0.9857142857142858,0.875,35,,True,fpylll,,0.1233479900001839,,
8,0.0,40,1061,,1.0,1.0,40,,False,fpylll,,0.0904880569996748,,
10,0.0,40,1061,,1.0,1.0,40,,True,fpylll,,0.0987505779994535,,
12,0.0,40,1061,,1.0,1.0,40,,True,fpylll,,0.0936437669988663,,
14,0.0,40,1061,,1.0,1.0,40,,True,fpylll,,0.0978508150001289,,
8,0.05,40,1061,,1.0,1.0,40,,False,fpylll,,0.1142263799993088,,
10,0.05,40,1061,,1.0,1.0,40,,True,fpylll,,0.0917518239984929,,
12,0.05,40,1061,,1.0,1.0,40,,True,fpylll,,0.0963877100002719,,
14,0.05,40,1061,,1.0,1.0,40,,True,fpylll,,0.1041845399995509,,
8,0.1,40,1061,,1.0,1.0,40,,False,fpylll,,0.0914092860002711,,
10,0.1,40,1061,,1.0,1.0,40,,True,fpylll,,0.0951312189990858,,
12,0.1,40,1061,,1.0,1.0,40,,True,fpylll,,0.0892948700002307,,
14,0.1,40,1061,,1.0,1.0,40,,True,fpylll,,0.093806945000324,,
8,0.15,40,1061,,1.0,1.0,40,,False,fpylll,,0.0911471429990342,,
10,0.15,40,1061,,1.0,1.0,40,,True,fpylll,,0.0890780540012201,,
12,0.15,40,1061,,1.0,1.0,40,,True,fpylll,,0.1149029860007431,,
14,0.15,40,1061,,1.0,1.0,40,,True,fpylll,,0.0949266850002459,,
8,0.2,40,1061,,0.99375,0.95,38,,False,fpylll,,0.0916254120002122,,
10,0.2,40,1061,,0.985,0.925,37,,True,fpylll,,0.1023267090004083,,
12,0.2,40,1061,,0.9833333333333332,0.925,37,,True,fpylll,,0.0997600040009274,,
14,0.2,40,1061,,0.9857142857142858,0.925,37,,True,fpylll,,0.1011467340013041,,
8,0.0,40,1062,,1.0,1.0,40,,False,fpylll,,0.0972992449987941,,
10,0.0,40,1062,,1.0,1.0,40,,True,fpylll,,0.0970877519994246,,
12,0.0,40,1062,,1.0,1.0,40,,True,fpylll,,0.0912559879998298,,
14,0.0,40,1062,,1.0,1.0,40,,True,fpylll,,0.1085254520003218,,
8,0.05,40,1062,,1.0,1.0,40,,False,fpylll,,0.0981573130011383,,
10,0.05,40,1062,,1.0,1.0,40,,True,fpylll,,0.0924235530001169,,
12,0.05,40,1062,,1.0,1.0,40,,True,fpylll,,0.0951286130002699,,
14,0.05,40,1062,,1.0,1.0,40,,True,fpylll,,0.0993674530000134,,
8,0.1,40,1062,,1.0,1.0,40,,False,fpylll,,0.0896497379999345,,
10,0.1,40,1062,,1.0,1.0,40,,True,fpylll,,0.0918228980008279,,
12,0.1,40,1062,,1.0,1.0,40,,True,fpylll,,0.1152179760010767,,
14,0.1,40,1062,,1.0,1.0,40,,True,fpylll,,0.0917294709997804,,
8,0.15,40,1062,,1.0,1.0,40,,False,fpylll,,0.0972485550009878,,
10,0.15,40,1062,,1.0,1.0,40,,True,fpylll,,0.1034900689992355,,
12,0.15,40,1062,,1.0,1.0,40,,True,fpylll,,0.0944955429986293,,
14,0.15,40,1062,,1.0,1.0,40,,True,fpylll,,0.0904161829985241,,
8,0.2,40,1062,,0.98125,0.925,37,,False,fpylll,,0.094991829000719,,
10,0.2,40,1062,,0.985,0.925,37,,True,fpylll,,0.0955779190007888,,
12,0.2,40,1062,,0.9875,0.925,37,,True,fpylll,,0.0928401850014779,,
14,0.2,40,1062,,0.9892857142857144,0.925,37,,True,fpylll,,0.0980800249999447,,
8,0.0,40,1063,,1.0,1.0,40,,False,fpylll,,0.0966041429983306,,
10,0.0,40,1063,,1.0,1.0,40,,True,fpylll,,0.0937600349989224,,
12,0.0,40,1063,,1.0,1.0,40,,True,fpylll,,0.0980675999999221,,
14,0.0,40,1063,,1.0,1.0,40,,True,fpylll,,0.0911322949996247,,
8,0.05,40,1063,,1.0,1.0,40,,False,fpylll,,0.0967158109997399,,
10,0.05,40,1063,,1.0,1.0,40,,True,fpylll,,0.1022355019995302,,
12,0.05,40,1063,,1.0,1.0,40,,True,fpylll,,0.0966192979994957,,
14,0.05,40,1063,,1.0,1.0,40,,True,fpylll,,0.0903142189999925,,
8,0.1,40,1063,,1.0,1.0,40,,False,fpylll,,0.0924506529991049,,
10,0.1,40,1063,,1.0,1.0,40,,True,fpylll,,0.1064559719998214,,
12,0.1,40,1063,,1.0,1.0,40,,True,fpylll,,0.0954766909999307,,
14,0.1,40,1063,,1.0,1.0,40,,True,fpylll,,0.1017421529995772,,
8,0.15,40,1063,,1.0,1.0,40,,False,fpylll,,0.0877876399990782,,
10,0.15,40,1063,,1.0,1.0,40,,True,fpylll,,0.0937059739990218,,
12,0.15,40,1063,,1.0,1.0,40,,True,fpylll,,0.0950297689996659,,
14,0.15,40,1063,,1.0,1.0,40,,True,fpylll,,0.0889854240012937,,
8,0.2,40,1063,,0.9875,0.95,38,,False,fpylll,,0.092693484000847,,
10,0.2,40,1063,,0.99,0.95,38,,True,fpylll,,0.0940709829992556,,
12,0.2,40,1063,,0.9875,0.925,37,,True,fpylll,,0.0880420930006948,,
14,0.2,40,1063,,0.9857142857142858,0.925,37,,True,fpylll,,0.09672480700101,,
8,0.0,40,1064,,1.0,1.0,40,,False,fpylll,,0.0955624029993487,,
10,0.0,40,1064,,1.0,1.0,40,,True,fpylll,,0.0923669719995814,,
12,0.0,40,1064,,1.0,1.0,40,,True,fpylll,,0.094007240000792,,
14,0.0,40,1064,,1.0,1.0,40,,True,fpylll,,0.093771245001335,,
8,0.05,40,1064,,1.0,1.0,40,,False,fpylll,,0.0872215310009778,,
10,0.05,40,1064,,1.0,1.0,40,,True,fpylll,,0.1054142949997185,,
12,0.05,40,1064,,1.0,1.0,40,,True,fpylll,,0.0942999589988176,,
14,0.05,40,1064,,1.0,1.0,40,,True,fpylll,,0.0908738099988113,,
8,0.1,40,1064,,1.0,1.0,40,,False,fpylll,,0.0895566140006849,,
